timestamp_current,timestamp_previous,strikePrice,expirationDate,Theo ES,call_vol_diff,put_vol_diff,call_premium_of_vol_diff,put_premium_of_vol_diff,call_vol_oi_ratio_current,put_vol_oi_ratio_current,call_vol_chng_pct,put_vol_chng_pct
2026-09-25T07:30:00,2026-09-25T07:00:00,6225.0,2026-11-20,6284.25,0,0,0.0,0.0,,,,
2026-09-25T07:30:00,2026-09-25T07:00:00,6250.0,2026-11-06,6309.25,0,18,0.0,12780.0,,0.04100227790432802,,
2026-09-25T07:30:00,2026-09-25T07:00:00,6250.0,2026-11-13,6309.25,0,0,0.0,0.0,,0.0,,
2026-09-25T07:30:00,2026-09-25T07:00:00,6250.0,2026-11-20,6309.25,0,0,0.0,0.0,,0.0,,
2026-09-25T07:30:00,2026-09-25T07:00:00,6260.0,2026-11-20,6319.25,0,0,0.0,0.0,,,,
2026-09-25T07:30:00,2026-09-25T07:00:00,6270.0,2026-11-20,6329.25,0,0,0.0,0.0,,0.0,,
2026-09-25T07:30:00,2026-09-25T07:00:00,6275.0,2026-11-20,6334.25,0,0,0.0,0.0,,0.0,,
2026-09-25T07:30:00,2026-09-25T07:00:00,6280.0,2026-11-20,6339.25,0,0,0.0,0.0,,,,
2026-09-25T07:30:00,2026-09-25T07:00:00,6290.0,2026-11-20,6349.25,0,0,0.0,0.0,,0.0,,
2026-09-25T07:30:00,2026-09-25T07:00:00,6300.0,2026-11-06,6359.25,0,15,0.0,11400.0,,0.020107238605898123,,
2026-09-25T07:30:00,2026-09-25T07:00:00,6300.0,2026-11-13,6359.25,0,0,0.0,0.0,,0.0,,
2026-09-25T07:30:00,2026-09-25T07:00:00,6300.0,2026-11-20,6359.25,0,4,0.0,4820.0,0.0,0.00020694293548553986,,
2026-09-25T07:30:00,2026-09-25T07:00:00,6310.0,2026-11-20,6369.25,0,0,0.0,0.0,,0.0,,
2026-09-25T07:30:00,2026-09-25T07:00:00,6320.0,2026-11-20,6379.25,0,0,0.0,0.0,,,,
2026-09-25T07:30:00,2026-09-25T07:00:00,6325.0,2026-11-20,6384.25,0,0,0.0,0.0,,0.0,,
2026-09-25T07:30:00,2026-09-25T07:00:00,6330.0,2026-11-20,6389.25,0,0,0.0,0.0,,0.0,,
2026-09-25T07:30:00,2026-09-25T07:00:00,6340.0,2026-11-20,6399.25,0,0,0.0,0.0,,0.0,,
2026-09-25T07:30:00,2026-09-25T07:00:00,6350.0,2026-11-06,6409.25,0,12,0.0,9720.000000000002,,0.00020197599851884269,,
2026-09-25T07:30:00,2026-09-25T07:00:00,6350.0,2026-11-13,6409.25,0,2,0.0,2100.0,,0.2,,
2026-09-25T07:30:00,2026-09-25T07:00:00,6350.0,2026-11-20,6409.25,0,0,0.0,0.0,,0.0,,
2026-09-25T07:30:00,2026-09-25T07:00:00,6360.0,2026-11-20,6419.25,0,0,0.0,0.0,,,,
2026-09-25T07:30:00,2026-09-25T07:00:00,6370.0,2026-11-20,6429.25,0,0,0.0,0.0,,0.0,,
2026-09-25T07:30:00,2026-09-25T07:00:00,6375.0,2026-11-20,6434.25,0,0,0.0,0.0,,,,
2026-09-25T07:30:00,2026-09-25T07:00:00,6380.0,2026-11-20,6439.25,0,0,0.0,0.0,,0.0,,
2026-09-25T07:30:00,2026-09-25T07:00:00,6390.0,2026-11-20,6449.25,0,0,0.0,0.0,,,,
2026-09-25T07:30:00,2026-09-25T07:00:00,6400.0,2026-11-06,6459.25,0,4,0.0,3460.0,,0.0013693940431359123,,
2026-09-25T07:30:00,2026-09-25T07:00:00,6400.0,2026-11-13,6459.25,0,0,0.0,0.0,,,,
2026-09-25T07:30:00,2026-09-25T07:00:00,6400.0,2026-11-20,6459.25,0,0,0.0,0.0,,0.0,,
2026-09-25T07:30:00,2026-09-25T07:00:00,6410.0,2026-11-20,6469.25,0,0,0.0,0.0,,,,
2026-09-25T07:30:00,2026-09-25T07:00:00,6420.0,2026-11-20,6479.25,0,0,0.0,0.0,,,,
2026-09-25T07:30:00,2026-09-25T07:00:00,6425.0,2026-11-20,6484.25,0,0,0.0,0.0,,0.0,,
2026-09-25T07:30:00,2026-09-25T07:00:00,6430.0,2026-11-20,6489.25,0,0,0.0,0.0,,0.0,,
2026-09-25T07:30:00,2026-09-25T07:00:00,6440.0,2026-11-20,6499.25,0,0,0.0,0.0,,0.0,,
2026-09-25T07:30:00,2026-09-25T07:00:00,6450.0,2026-11-06,6509.25,0,4,0.0,3700.0,,6.444129398118315e-05,,
2026-09-25T07:30:00,2026-09-25T07:00:00,6450.0,2026-11-13,6509.25,0,0,0.0,0.0,,0.0,,
2026-09-25T07:30:00,2026-09-25T07:00:00,6450.0,2026-11-20,6509.25,0,0,0.0,0.0,0.0,0.0,,
2026-09-25T07:30:00,2026-09-25T07:00:00,6460.0,2026-11-20,6519.25,0,0,0.0,0.0,,0.0,,
2026-09-25T07:30:00,2026-09-25T07:00:00,6470.0,2026-11-20,6529.25,0,0,0.0,0.0,,0.0,,
2026-09-25T07:30:00,2026-09-25T07:00:00,6475.0,2026-11-20,6534.25,0,0,0.0,0.0,0.0,0.0,,
2026-09-25T07:30:00,2026-09-25T07:00:00,6480.0,2026-11-20,6539.25,0,0,0.0,0.0,0.0,0.0,,
2026-09-25T07:30:00,2026-09-25T07:00:00,6490.0,2026-11-20,6549.25,0,0,0.0,0.0,,0.0,,
2026-09-25T07:30:00,2026-09-25T07:00:00,6500.0,2026-11-06,6559.25,0,7,0.0,6964.999999999999,,0.0028363047001620746,,
2026-09-25T07:30:00,2026-09-25T07:00:00,6500.0,2026-11-13,6559.25,0,0,0.0,0.0,,0.0,,
